cohort,unit,unit_type,genotype,stage,injury,independence,seed,group,n_cells,module,kind,n_genes,total_genes,coverage,score,interpretable,label_overlap
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.06483477011494253,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT1-like,29,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.14818744473916887,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.07979454408025836,True,Cldn4;Slc4a11
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.08036966891133558,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.06909923202058034,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.44655741084312506,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.2975082412255187,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.3136079408806682,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.21296296296296294,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.13377570026506197,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.07121562850729518,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,AT2-like,594,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.15669515669515666,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.11819727891156463,True,Cldn4;Slc4a11
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.11927083333333333,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.10630461922596755,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.5148526077097506,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.17248400232693425,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.30497835497835496,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.2703703703703704,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.1406323877068558,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.06409143518518519,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,EMT,180,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.1451851851851852,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.12755102040816327,False,Cldn4;Slc4a11
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.12580128205128205,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.10933448573898014,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.44083594976452123,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.18254128070882,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.30849150849150847,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.5512820512820513,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.15282324058919805,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.08934294871794872,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,GI epithelium-like,26,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.17475345167652861,False,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.15753959905022388,True,Cldn4;Slc4a11
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.15407155130093272,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,HPCS_without_ADI_or_operational_markers,source_signature_minus_ADI400_and_labels,89,91,0.978021978021978,0.1353609902202512,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,392,398,0.9849246231155779,0.5423266508370653,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,382,398,0.9597989949748744,0.18884408083954693,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,385,399,0.9649122807017544,0.3392230744218962,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.4801178203240059,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,188,199,0.9447236180904522,0.1587832544730987,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,192,197,0.9746192893401016,0.07614598674521354,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,HPCS,679,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,195,200,0.975,0.1619802877534836,True,
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Highly proliferative,7,HPCS_author_top100,author_notebook_top100_marker_signature,98,100,0.98,0.06997084548104955,False,Cldn4;Slc4a11
GSE277777,AV1980,source_identifier_at_most_two_animals,KP_Slc4a11_MCD_Hipp11_reporter,16wk_2wk_trace,neoplastic_sorted,multiple sorting gates share source identifier; author state/signature not independent validation,17,Highly proliferative,7,HPCS_excluding_operational_markers,source_signature_minus_label_genes,96,98,0.9795918367346939,0.06845238095238095,False,
